cell,cell,batch,leiden,Individual,Technology,Brain Region,AD Index,Total Methylome Reads,Overall Adjusted mCG%,Overall Adjusted mCH%,Overall mCCC%,tsne_0,tsne_1,umap_0,umap_1,pca_0,pca_1,pca_2,pca_3,MajorCluster,ClusterAnno,MajorType,ClusterAnnoHuslColor,ClusterAnnoTab10Color,SubCluster,SubClusterAnno,m3c_cluster
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A4_AD004,181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A4_AD004,snm3C-seq,17,UMB5577,snm3C-seq,BA10,AD004,1606999.0,0.7865436615237792,0.061327612805434376,0.01940215799380419,23.27089304395826,-10.24584307807521,4.388284300640036,17.62125440760617,0.1564945744763129,0.18030168126436463,0.2704546568018217,0.16828422925780676,13,Exc L4 PLCH1,Exc,#d58c31,#ff7f0e,1,Exc L4 PLCH1 1,M3C Exc L2-4 RORB
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A4_AD006,181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A4_AD006,snm3C-seq,4,UMB5577,snm3C-seq,BA10,AD006,1623696.0,0.7822989881039826,0.02546301119402114,0.014167924296105344,8.44895114366794,40.426621759029665,24.753470584787387,4.964091914932429,-0.5509800971489641,0.3605584645060405,-0.044872696443942324,0.04316571200122111,7,NonN Astro FGF3R,NonN,#c053a7,#959622,0,NonN Astro FGF3R 0,M3C NonN Astro FGF3R
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A4_AD007,181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A4_AD007,snm3C-seq,21,UMB5577,snm3C-seq,BA10,AD007,1454692.0,0.8013852316223723,0.03998695458600346,0.015225145613256231,47.38932240788381,8.173601226812032,29.427138317676285,-7.128191982175499,-0.5055391381084317,-0.19988378830359613,-0.059740553437912146,0.3610230357722307,4,Inh CGE VIP,Inh,#3ba3ec,#e377c2,6,Inh CGE VIP 6,M3C Inh CGE VIP
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A4_AD010,181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A4_AD010,snm3C-seq,5,UMB5577,snm3C-seq,BA10,AD010,1497928.0,0.8211316907082284,0.056160104975923365,0.0174466268912349,17.795712543901438,-49.50427221844163,35.36246346019668,9.341352034149718,-0.4509351811355587,-0.37812536813332825,-0.00646304026540153,-0.22289288138681881,6,Inh MGE CALB1,Inh,#73c4cb,#af8981,1,Inh MGE CALB1 1,M3C Inh MGE SST
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A4_AD012,181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A4_AD012,snm3C-seq,24,UMB5577,snm3C-seq,BA10,AD012,1411308.0,0.8345750846475307,0.07804372079867336,0.022299863416791157,59.79715835817198,-1.008581988931144,2.8553516937386303,-13.83649432104294,-0.0954543573559822,-0.11075624365234478,0.19578938200419613,-0.07273216277265059,21,Exc L6 TSHZ2,Exc,#2e7f6b,#6e5089,1,Exc L6 TSHZ2 1,M3C Exc L6 TLE4
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A5_AD002,181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A5_AD002,snm3C-seq,21,UMB5577,snm3C-seq,BA10,AD002,1986211.0,0.8148836272414163,0.03400636575139745,0.010955949506449313,25.89852314713369,11.143445323607661,27.835689665229626,-7.546152942527997,-0.5385167429600957,-0.0882409766452807,-0.036203661644596055,0.31318688103107556,4,Inh CGE VIP,Inh,#3ba3ec,#e377c2,7,Inh CGE VIP 7,M3C Inh CGE VIP
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A5_AD004,181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A5_AD004,snm3C-seq,1,UMB5577,snm3C-seq,BA10,AD004,2658180.0,0.774364308302306,0.011125705371815908,0.007693244512381249,-35.22129088831533,-23.168766872546357,26.074641402570965,13.899058895208652,-0.48481746898670536,0.4056819130314936,-0.02153434091584662,-0.10713759672590487,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,2,NonN Oligo MBP 2,M3C NonN Oligo MBP AGAP1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A5_AD006,181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A5_AD006,snm3C-seq,22,UMB5577,snm3C-seq,BA10,AD006,2517231.0,0.7745821669774545,0.05244637864631969,0.014696298878717054,-10.562624253748496,22.898614464828764,0.8381614211727537,5.520138713978607,0.603781014505446,0.025422415009993832,-0.3843624389063826,-0.0033247277457377,10,Exc L1-3 CUX2,Exc,#f67088,#1f77b4,1,Exc L1-3 CUX2 1,M3C Exc L1-3 CUX2
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A5_AD008,181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A5_AD008,snm3C-seq,2,UMB5577,snm3C-seq,BA10,AD008,2032744.0,0.7595800010780664,0.033431841091452814,0.010650119438528527,-19.654155543959174,12.758886373366312,-2.0281395997407268,5.0584398582291525,0.35514282542006287,0.06136174089707811,-0.4426417259918087,0.04457162043874492,10,Exc L1-3 CUX2,Exc,#f67088,#1f77b4,1,Exc L1-3 CUX2 1,M3C Exc L1-3 CUX2
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A5_AD010,181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A5_AD010,snm3C-seq,18,UMB5577,snm3C-seq,BA10,AD010,2434525.0,0.7793295567358917,0.009107125728895752,0.007621490492998745,-20.933176317289156,-9.879915430411556,22.93107361623308,12.963654516542361,-0.3655812414805211,0.3050350739483177,-0.03465678400840528,-0.08664353371379274,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,3,NonN Oligo MBP 3,M3C NonN Oligo MBP PDGFRA
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A5_AD012,181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A5_AD012,snm3C-seq,16,UMB5577,snm3C-seq,BA10,AD012,2139295.0,0.8307245681352587,0.08482554951347966,0.020280677294833408,15.471976832561747,-26.80117537650627,40.37640697069092,9.461064761592592,-0.3786649344087791,-0.3234017494543203,0.025116598534814284,-0.25641926192748127,15,Inh MGE B3GAT2,Inh,#318890,#714840,2,Inh MGE B3GAT2 2,M3C Inh MGE SST
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A6_AD001,181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A6_AD001,snm3C-seq,8,UMB5577,snm3C-seq,BA10,AD001,2352583.0,0.6841349167263611,0.008570817177945037,0.008275360698369972,-2.5552286423645456,-21.32056235005095,16.191947807934113,5.622282871435523,-0.2187713922848136,0.2057209231221298,-0.0384533899045035,-0.13283276560618248,2,NonN Micro-Endo TYROBP,NonN,#8b427a,#6e6f22,3,NonN Micro-Endo TYROBP 3,M3C NonN Other -
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A6_AD002,181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A6_AD002,snm3C-seq,1,UMB5577,snm3C-seq,BA10,AD002,2216744.0,0.7668887560419918,0.010984146516214134,0.00833578363883935,-17.384017833436324,-16.958411413433243,23.784930919013778,13.27689797249245,-0.35603457981865105,0.29005030616123,-0.013456998575273825,-0.10299701157177395,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,2,NonN Oligo MBP 2,M3C NonN Oligo MBP AGAP1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A6_AD004,181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A6_AD004,snm3C-seq,1,UMB5577,snm3C-seq,BA10,AD004,2704441.0,0.7712248821826769,0.012198727658067192,0.009347153582578005,-17.307547738716973,-18.216186758697187,24.429112770143544,13.413417744253492,-0.3770115057716172,0.3142349692390845,-0.03075499900175431,-0.12900383680352287,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,2,NonN Oligo MBP 2,M3C NonN Oligo MBP AGAP1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A6_AD006,181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A6_AD006,snm3C-seq,5,UMB5577,snm3C-seq,BA10,AD006,2482223.0,0.8247183809508549,0.06566772854512305,0.017056490003173597,20.68495961805205,-36.96641276876179,38.21725291656007,10.76690979973746,-0.3395303194469509,-0.41075435200214416,-0.002778717157775539,-0.3578743715128026,6,Inh MGE CALB1,Inh,#73c4cb,#af8981,2,Inh MGE CALB1 2,M3C Inh MGE SST
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A6_AD007,181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A6_AD007,snm3C-seq,23,UMB5577,snm3C-seq,BA10,AD007,2578468.0,0.7862881217881974,0.05443196318912822,0.014407793351145715,11.89460647811617,-14.825874256505687,18.643140087270393,31.139791567057014,0.3829252174757527,0.0848597983608427,0.4425106108136591,0.13915877337991361,18,Exc L4-5 TOX,Exc,#40812c,#9a2526,0,Exc L4-5 TOX 0,M3C Exc L5-6 PDZRN4
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A6_AD008,181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A6_AD008,snm3C-seq,0,UMB5577,snm3C-seq,BA10,AD008,2396511.0,0.7665405830584688,0.04553124651160655,0.013211399684668551,-5.784256249771549,20.214098696687913,1.0894226629715704,6.930698846474822,0.6058065191129202,0.07460561059452743,-0.3739292377728813,-0.0037993023987797853,20,Exc L2-4 RORB,Exc,#af5666,#205a83,1,Exc L2-4 RORB 1,M3C Exc L2-4 RORB
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A6_AD010,181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A6_AD010,snm3C-seq,22,UMB5577,snm3C-seq,BA10,AD010,2425691.0,0.7785976803498783,0.03723530848719225,0.011096797390095756,-19.227339352615623,25.475548217916682,0.7181508747815599,3.690716713564508,0.4601113327106429,0.015381502886035821,-0.34717987654449795,0.014438745504808195,10,Exc L1-3 CUX2,Exc,#f67088,#1f77b4,1,Exc L1-3 CUX2 1,M3C Exc L1-3 CUX2
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A6_AD012,181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A6_AD012,snm3C-seq,0,UMB5577,snm3C-seq,BA10,AD012,2552187.0,0.7664478414756909,0.04880402229096945,0.013458034328391785,-11.445864411090563,9.580931897718548,-1.9899391480911894,7.654292775177214,0.4532777870603183,0.026550616120123865,-0.2767815141849335,0.055180534459737814,10,Exc L1-3 CUX2,Exc,#f67088,#1f77b4,1,Exc L1-3 CUX2 1,M3C Exc L1-3 CUX2
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A7_AD001,181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A7_AD001,snm3C-seq,23,UMB5577,snm3C-seq,BA10,AD001,1968530.0,0.7958828425045125,0.06104132564495088,0.01662756319306283,9.90116237770182,-12.282047264898782,17.909831537533076,30.47867699034147,0.24924733997205187,0.0803348870055638,0.5095634327069497,0.10177647921620685,18,Exc L4-5 TOX,Exc,#40812c,#9a2526,0,Exc L4-5 TOX 0,M3C Exc L5-6 PDZRN4
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A7_AD002,181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A7_AD002,snm3C-seq,1,UMB5577,snm3C-seq,BA10,AD002,2058845.0,0.7521301983647124,0.011454618328751621,0.008341299752499438,-15.629261872097148,-21.523072885115123,25.478092327119462,13.762406262262827,-0.4299868906708111,0.3753333490660865,-0.05898525148188202,-0.10763939108780152,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,1,NonN Oligo MBP 1,M3C NonN Oligo MBP MOBP
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A7_AD004,181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A7_AD004,snm3C-seq,23,UMB5577,snm3C-seq,BA10,AD004,2324946.0,0.8053462384120303,0.06697281329501986,0.017993222460822692,11.302771382122128,-13.388552321296403,18.53308516225989,30.762054740661352,0.28099636301261255,0.10331807874569994,0.5094490947091728,0.10784175009045872,18,Exc L4-5 TOX,Exc,#40812c,#9a2526,0,Exc L4-5 TOX 0,M3C Exc L5-6 PDZRN4
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A7_AD006,181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A7_AD006,snm3C-seq,1,UMB5577,snm3C-seq,BA10,AD006,3011956.0,0.7855246794211169,0.011471397248235078,0.008960420779006493,-18.469303078742684,-16.462497868679318,23.627755706747536,13.07697978135953,-0.4185584980244424,0.30095303486099273,0.011140530855874527,-0.09170453599593331,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,3,NonN Oligo MBP 3,M3C NonN Oligo MBP PDGFRA
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A7_AD007,181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A7_AD007,snm3C-seq,0,UMB5577,snm3C-seq,BA10,AD007,1482082.0,0.7866708942144247,0.0620551399114368,0.016590640858402946,-5.470007044361829,4.944514315458269,2.230434961180172,9.295466916583079,0.41146646045967133,-0.1285295740202625,-0.15372915341601354,-0.14833829216981395,20,Exc L2-4 RORB,Exc,#af5666,#205a83,1,Exc L2-4 RORB 1,M3C Exc L2-4 RORB
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A7_AD008,181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A7_AD008,snm3C-seq,0,UMB5577,snm3C-seq,BA10,AD008,2277861.0,0.7830624132413743,0.06977743524258045,0.01859610335655018,-5.451598528728648,4.867811080488499,2.399850230880298,10.294005581117652,0.4986862046190275,-0.1336985658752261,-0.07532873905431811,-0.1472221588865925,20,Exc L2-4 RORB,Exc,#af5666,#205a83,1,Exc L2-4 RORB 1,M3C Exc L2-4 RORB
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A7_AD010,181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A7_AD010,snm3C-seq,2,UMB5577,snm3C-seq,BA10,AD010,2384453.0,0.7785754075265282,0.04432551185409811,0.013047395374740063,-18.4624249147547,19.44070213610893,-1.0184742631979677,4.9466424338274315,0.3933183085412722,-0.03471126940736544,-0.42411639637559123,-0.03007230213469635,10,Exc L1-3 CUX2,Exc,#f67088,#1f77b4,1,Exc L1-3 CUX2 1,M3C Exc L1-3 CUX2
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A7_AD012,181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A7_AD012,snm3C-seq,8,UMB5577,snm3C-seq,BA10,AD012,2410107.0,0.7373120907137704,0.008074062403534874,0.007412833082869753,-4.485303802516783,-25.86336877218874,15.405840121496048,4.688970897835989,-0.23917039906118182,0.2774059392426396,-0.05468753247421326,-0.1980324261923211,2,NonN Micro-Endo TYROBP,NonN,#8b427a,#6e6f22,5,NonN Micro-Endo TYROBP 5,M3C NonN Micro CSF1R
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A8_AD002,181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A8_AD002,snm3C-seq,3,UMB5577,snm3C-seq,BA10,AD002,2263689.0,0.7850274381896747,0.05669415842011909,0.014557329033726757,51.010670823904675,-17.211230758142037,7.954655229087141,23.91462571286764,0.36847645837347204,0.07615619373629813,0.5108581950714135,0.12193384355289436,5,Exc L4-5 FOXP2,Exc,#99682c,#b56014,0,Exc L4-5 FOXP2 0,M3C Exc L4-5 FOXP2
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A8_AD004,181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A8_AD004,snm3C-seq,5,UMB5577,snm3C-seq,BA10,AD004,2595352.0,0.8117507601156283,0.04246368945815253,0.012497963626163566,18.92794859011197,-47.792264996139714,35.13539857055464,9.829752918643178,-0.3953497664022275,-0.3931468653330942,-0.03260325810601706,-0.23118774870464015,6,Inh MGE CALB1,Inh,#73c4cb,#af8981,3,Inh MGE CALB1 3,M3C Inh MGE SST
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A8_AD006,181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A8_AD006,snm3C-seq,11,UMB5577,snm3C-seq,BA10,AD006,2696062.0,0.7718326897599121,0.05916653643176785,0.01545370226023994,-46.00798094734881,-1.9240864919033152,16.38729222872189,27.50336982927772,0.5801579794243817,-0.0283734102683791,0.23314329756241836,-0.039745181884651544,9,Exc L5-6 PDZRN4,Exc,#4fb031,#d62728,2,Exc L5-6 PDZRN4 2,M3C Exc L5-6 PDZRN4
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A8_AD007,181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A8_AD007,snm3C-seq,0,UMB5577,snm3C-seq,BA10,AD007,2296601.0,0.7455899697373273,0.05700016809948149,0.01752361260266374,0.5476314655723611,16.34784205448967,0.8943520248418931,8.646967642960426,0.5846547518807823,0.056753272185119955,-0.1919514026484217,-0.02299215717768727,20,Exc L2-4 RORB,Exc,#af5666,#205a83,1,Exc L2-4 RORB 1,M3C Exc L2-4 RORB
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A8_AD010,181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A8_AD010,snm3C-seq,25,UMB5577,snm3C-seq,BA10,AD010,2152810.0,0.8077799481195519,0.05596662878909226,0.014877396040592185,38.793166298686415,38.79512100333281,21.476062509328642,-13.024912259019029,-0.3667400308209171,-0.38335602586140993,-0.02688469632915597,0.15609090767713626,22,Inh CGE-MGE CHST9,Inh,#ba82f4,#7f7f7f,0,Inh CGE-MGE CHST9 0,M3C Inh CGE NDNF
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A8_AD012,181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A8_AD012,snm3C-seq,13,UMB5577,snm3C-seq,BA10,AD012,2443307.0,0.7305663678809974,0.008288056506493688,0.007392307510540547,-6.115378601484421,-13.943967625907888,14.731752888488906,7.170678967886723,-0.29147873314224826,0.30168394353909755,-0.04501893006331788,-0.17905439694520844,2,NonN Micro-Endo TYROBP,NonN,#8b427a,#6e6f22,1,NonN Micro-Endo TYROBP 1,M3C NonN Other -
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A9_AD001,181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A9_AD001,snm3C-seq,15,UMB5577,snm3C-seq,BA10,AD001,1818036.0,0.8149772294468309,0.08570213153743465,0.023171067069269243,34.217383314357015,15.806081077520103,29.97931383899265,-9.543150303480655,-0.4360085012898994,-0.27369998474846347,-0.033187549089803314,0.21948821574717542,14,Inh CGE NDNF,Inh,#3582b9,#b26199,3,Inh CGE NDNF 3,M3C Inh CGE NDNF
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A9_AD002,181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A9_AD002,snm3C-seq,1,UMB5577,snm3C-seq,BA10,AD002,2254657.0,0.7586989376957397,0.011840673057634924,0.009283920102518791,-17.40002594078307,-17.38718992857549,24.104339767910893,13.299459813102306,-0.39877128899767583,0.2878141589255405,-0.02347118745986989,-0.0968497776821747,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,2,NonN Oligo MBP 2,M3C NonN Oligo MBP AGAP1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A9_AD004,181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A9_AD004,snm3C-seq,7,UMB5577,snm3C-seq,BA10,AD004,2157906.0,0.8130463257757873,0.058552574361129976,0.015271361059176463,7.669993711655199,-52.527871871015684,35.99457019759083,6.725415503062815,-0.43433062646187676,-0.5002482009721755,-0.05452070587006453,-0.20531257570660344,8,Inh MGE PVALB,Inh,#36aab5,#8c564b,5,Inh MGE PVALB 5,M3C Inh MGE PVALB
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A9_AD006,181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A9_AD006,snm3C-seq,1,UMB5577,snm3C-seq,BA10,AD006,2626084.0,0.7687484873533177,0.016783650602801844,0.011846173328594022,-17.057640735101646,-18.2286266793238,24.334606829609218,13.44838914529481,-0.4264173047537525,0.2562048527436436,-0.04579099897096131,-0.09403462116111352,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,2,NonN Oligo MBP 2,M3C NonN Oligo MBP AGAP1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A9_AD007,181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A9_AD007,snm3C-seq,0,UMB5577,snm3C-seq,BA10,AD007,1976252.0,0.7599977016018779,0.06037884835315161,0.015932522023340397,2.571752355870593,3.1961671165822803,-0.545773305157419,11.567150774217078,0.6485000556744638,0.03496299067378954,0.014588223889427192,-0.03274001195150034,20,Exc L2-4 RORB,Exc,#af5666,#205a83,1,Exc L2-4 RORB 1,M3C Exc L2-4 RORB
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A9_AD008,181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A9_AD008,snm3C-seq,15,UMB5577,snm3C-seq,BA10,AD008,2062568.0,0.8279332594095064,0.08607059881101163,0.02270581036600133,34.19677818279257,15.889857435287924,30.181423505783954,-9.536022294613359,-0.4137167276751786,-0.28138768256114216,-0.020757416287072426,0.2207712846456915,14,Inh CGE NDNF,Inh,#3582b9,#b26199,3,Inh CGE NDNF 3,M3C Inh CGE NDNF
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A9_AD010,181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A9_AD010,snm3C-seq,1,UMB5577,snm3C-seq,BA10,AD010,2418352.0,0.7541328616048494,0.012334353685843,0.009095520434086207,-15.820235138255775,-21.608209607132043,25.538647427589172,13.637074378872576,-0.46198719752792516,0.3559849572867573,-0.016166350586414878,-0.10355292523958108,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,1,NonN Oligo MBP 1,M3C NonN Oligo MBP MOBP
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_B10_AD002,181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_B10_AD002,snm3C-seq,14,UMB5577,snm3C-seq,BA10,AD002,644323.0,0.7896301154414115,0.06407773849891234,0.017622375428441455,12.885115910821971,1.0702955028277852,2.6826854314309183,11.224908631154602,0.48836136030505056,0.04675053213896424,0.028381941674648987,-0.03678665631604418,20,Exc L2-4 RORB,Exc,#af5666,#205a83,1,Exc L2-4 RORB 1,M3C Exc L2-4 RORB
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_B10_AD004,181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_B10_AD004,snm3C-seq,2,UMB5577,snm3C-seq,BA10,AD004,2435589.0,0.7772544191141155,0.04584756475606985,0.021134442091398944,-17.438730502150577,9.018076799050123,-0.31473091197061276,5.436123620280393,0.18278654332217534,0.11369257698763686,-0.2872510584057485,0.008116006561804598,10,Exc L1-3 CUX2,Exc,#f67088,#1f77b4,1,Exc L1-3 CUX2 1,M3C Exc L1-3 CUX2
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_B10_AD006,181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_B10_AD006,snm3C-seq,10,UMB5577,snm3C-seq,BA10,AD006,2160861.0,0.7937865222920205,0.07637123492629605,0.020653515899548915,-15.756081971060148,49.24058162490462,28.082098578543896,25.706882836752033,0.28292257440428914,0.016938060192083985,0.45946263182381153,-0.13842912522905643,3,Exc L4-6 LRRK1,Exc,#a39f31,#2ca02c,2,Exc L4-6 LRRK1 2,M3C Exc L4-6 LRRK1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_B10_AD007,181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_B10_AD007,snm3C-seq,16,UMB5577,snm3C-seq,BA10,AD007,2469388.0,0.8192137181231066,0.0570554063815119,0.01494797797438554,20.945850902872444,-27.79207169065859,40.16029733798082,11.034088861663175,-0.40526601204899226,-0.32228743311851127,-0.030027108722749468,-0.32469530695934773,15,Inh MGE B3GAT2,Inh,#318890,#714840,1,Inh MGE B3GAT2 1,M3C Inh MGE SST
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_B10_AD008,181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_B10_AD008,snm3C-seq,13,UMB5577,snm3C-seq,BA10,AD008,2403600.0,0.7519206695686314,0.010183910457985609,0.007907610553250295,-6.082648441341235,-11.507477371737462,15.426095778987074,7.330885648841027,-0.2931185243848771,0.3767253187929706,-0.030693245964060416,-0.20324739062776973,2,NonN Micro-Endo TYROBP,NonN,#8b427a,#6e6f22,4,NonN Micro-Endo TYROBP 4,M3C NonN Other -
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_B10_AD010,181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_B10_AD010,snm3C-seq,2,UMB5577,snm3C-seq,BA10,AD010,2654984.0,0.751479867333219,0.03534853804298646,0.011987280828783822,-13.15787904961774,17.154482175217893,-0.9516751538331308,6.112147682956599,0.4547148249761387,0.07481958001861069,-0.4265002531550525,0.023473716087779192,10,Exc L1-3 CUX2,Exc,#f67088,#1f77b4,1,Exc L1-3 CUX2 1,M3C Exc L1-3 CUX2
181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_B10_AD012,181218_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_B10_AD012,snm3C-seq,4,UMB5577,snm3C-seq,BA10,AD012,2151443.0,0.7737853305872515,0.02261815511098917,0.009913866847870741,10.328779027577735,40.79856478166053,25.139067841669235,5.388765861067508,-0.4919798592058354,0.3643222633162981,-0.04925068167453009,0.06915464999937448,7,NonN Astro FGF3R,NonN,#c053a7,#959622,0,NonN Astro FGF3R 0,M3C NonN Astro FGF3R
